4178.4,0.87927,2.3496,-1.9095,299.58,29.053,0.0077056,0.00019841,-0.31636,-7.26E-05,-0.00028471,0.0010882,-7.6932,-1.76,5.8832,0.00015779,4.459,3.72E-06,-9.94E-05,-0.034886
244.45,1.8793,5.3496,-1.9095,-110.42,30.602,-0.0037695,-0.00013857,0.68364,0.00061116,0.00018371,-0.00078289,-17.061,5.1266,-12.117,0.00040709,-2.541,-6.00E-05,-0.00014193,-0.91071
392.45,-0.12073,-4.6504,8.0905,-660.42,-10.294,-0.0020124,0.00021646,-3.3164,-7.96E-05,-0.00018198,-6.48E-06,-3.003,-0.10166,-3.1168,0.00025769,0.45896,0.00012411,-0.00011363,-0.22114
907.45,-0.12073,12.35,-7.9095,-460.42,-50.636,-0.0036911,-0.00031305,-1.3164,0.00011062,0.00023297,-0.00054625,9.401,-1.1918,-3.1168,-0.00059665,-3.541,-6.00E-05,-0.00014193,0.13373
32.448,-0.12073,12.35,-1.9095,39.578,-38.501,-0.0017527,-0.00027259,-3.3164,0.00017174,-0.0002429,-0.0014009,33.736,1.0168,3.8832,0.00049799,1.459,-6.00E-05,-0.00013277,0.44151
-952.55,-0.12073,14.35,-5.9095,-560.42,-40.878,-0.0021701,-0.00018858,1.6836,-9.38E-05,-0.00027295,-0.0001757,7.0479,-1.5365,-3.1168,-0.00034824,1.459,-6.00E-05,-0.00014193,0.2057
812.45,1.8793,-5.6504,32.09,539.58,131.63,0.0053322,0.0003724,2.6836,-6.79E-05,-0.0003544,0.0025364,-35.162,0.98194,-1.1168,0.00027409,0.45896,-6.00E-05,0.00015527,-0.44634
-4321.6,2.8793,2.3496,0.090473,289.58,102.11,0.007934,3.16E-05,1.6836,0.00043388,0.00045837,0.0022578,-31.587,-0.25866,10.883,-0.00034316,1.459,-2.23E-05,-0.00014193,-0.55763
3542.4,-2.1207,-5.6504,-3.9095,539.58,-32.054,-0.0023714,-0.00021905,-0.31636,-1.57E-05,0.0001555,-0.00026369,12.819,-0.91486,-0.11684,-0.00036134,-0.54104,-6.00E-05,-0.00014193,0.23531
-1374.6,-1.1207,-1.6504,-11.91,-460.42,-52.496,-0.0021055,-6.45E-05,-3.3164,-9.38E-05,-0.00029034,-0.0016356,21.657,0.48304,-6.1168,-0.00019198,-3.541,-6.00E-05,-0.00014193,0.62965
-3289.6,-0.12073,1.3496,-3.9095,-110.42,0.92484,-0.0022351,-5.98E-05,-0.31636,-8.11E-05,0.00030459,-0.0012014,17.381,3.625,-6.1168,2.16E-05,-0.54104,-6.00E-05,-0.00011653,-0.21794
-3726.6,0.87927,-0.65039,0.090473,-660.42,0.65484,0.00026311,0.00031722,1.6836,-6.90E-05,-8.29E-05,0.001237,-16.952,-1.5429,4.8832,4.68E-05,1.459,-6.00E-05,-6.76E-05,-0.40818
654.45,-0.12073,0.34961,-13.91,-880.42,-61.954,-0.0033109,-2.74E-05,5.6836,-8.08E-05,-0.00035434,-0.00088192,39.669,-1.5817,-5.1168,-0.00057769,-2.541,-6.00E-05,-0.00014193,0.28847
3389.4,-0.12073,5.3496,-3.9095,-360.42,23.455,-0.00059947,8.62E-05,0.68364,0.0002241,0.00011645,0.0012553,-16.752,-0.44636,23.883,-0.00017671,5.459,0.00022479,0.00026867,-0.027904
-3507.6,-2.1207,13.35,-7.9095,-460.42,-60.529,-0.0026949,-0.00025788,-2.3164,0.00017189,-6.14E-05,-0.0018571,64.599,0.90154,-9.1168,-0.00019856,-1.541,-6.00E-05,-0.00014193,0.081585
856.45,-0.12073,-0.65039,-3.9095,-310.42,-13.062,-0.0022334,-0.00010007,0.68364,8.23E-05,0.00023596,-0.0010567,4.9756,1.8071,-9.1168,-9.20E-05,-2.541,-6.00E-05,-0.00014193,-0.35751
-4243.6,1.8793,-2.6504,40.09,539.58,37.404,0.0054685,0.00019904,-0.31636,-9.38E-05,-0.00035277,0.0018825,-20.902,-1.6443,16.883,-8.08E-07,0.45896,-6.00E-05,0.00038005,-0.15131
1998.4,-1.1207,0.34961,-5.9095,39.578,-28.782,-0.0031287,-0.0002076,-0.31636,-4.91E-05,0.00012296,-0.00072738,12.022,0.25374,0.88316,-0.00012525,-0.54104,-6.00E-05,-0.00014193,0.3033
-4246.6,1.8793,-4.6504,-5.9095,-460.42,-4.9582,-0.0002114,0.00018231,-0.31636,-9.38E-05,-0.00016699,0.00036511,-18.188,-0.68446,1.8832,7.53E-05,0.45896,-4.67E-05,0.00027125,-0.33817
-3587.6,-1.1207,-3.6504,-3.9095,-260.42,-49.806,-0.00322,-0.000141,-2.3164,-5.81E-05,-0.00035346,-0.00051466,12.255,-1.3312,-7.1168,-0.00043297,-0.54104,-6.00E-05,-0.00014193,0.1161
2900.4,1.8793,0.34961,8.0905,-110.42,41.16,0.0055365,0.00014735,0.68364,-9.38E-05,-0.0003626,0.0014346,-20.282,-1.0895,2.8832,9.78E-05,-2.541,-6.00E-05,0.000105,0.05764
-651.55,1.8793,-0.65039,-5.9095,-510.42,-27.058,-0.00093415,0.00014062,-3.3164,-3.32E-05,-0.00023891,0.00012008,0.97222,-1.4488,-5.1168,-0.00026377,-1.541,-6.00E-05,-0.00014193,0.23076
-33.552,-0.12073,-1.6504,2.0905,-360.42,-21.27,-0.0019871,0.00014896,-2.3164,0.00021572,-0.00029065,-0.00029778,-4.7499,-0.13966,5.8832,-0.00042016,-0.54104,-6.00E-05,0.00027345,-0.14261
3755.4,1.8793,2.3496,-11.91,-460.42,-16.468,-0.0012834,0.0002307,0.68364,0.00030279,-0.00021801,0.00045109,-4.5159,-1.0234,10.883,-0.0005353,1.459,-6.00E-05,-0.00014193,-0.093902
-647.55,-1.1207,6.3496,-13.91,-710.42,-27.662,-0.0024913,-6.99E-05,1.6836,-9.38E-05,-0.00025849,-0.00082603,11.183,0.65134,3.8832,0.00022709,0.45896,-6.00E-05,-0.00013183,0.44268
4070.4,1.8793,-1.6504,-9.9095,-60.422,49.322,0.0030189,0.00043664,2.6836,-8.20E-05,0.00052654,0.0011122,-14.572,-0.15816,1.8832,0.00051169,2.459,5.78E-05,-0.00010663,-0.20928
2614.4,-0.12073,-2.6504,12.09,-720.42,-12.167,-0.0013387,9.42E-05,0.68364,-9.38E-05,-7.47E-05,-0.00024681,-16.127,0.013845,-3.1168,-0.0001143,-0.54104,-6.00E-05,-3.28E-05,-0.072969
-1890.6,-1.1207,-5.6504,12.09,-957.42,-45.001,-0.0030068,6.56E-06,-1.3164,-9.38E-05,-0.00014107,0.00018989,5.2293,-1.9436,-4.1168,-0.00048093,0.45896,-6.00E-05,0.00034836,0.41878
1172.4,0.87927,2.3496,-5.9095,-360.42,14.13,0.002826,0.00010203,1.6836,-9.38E-05,-3.96E-05,-0.00095911,1.3266,1.9794,-6.1168,-8.07E-05,-0.54104,-6.00E-05,-3.44E-05,0.04773
-20.552,2.8793,1.3496,-1.9095,-210.42,51.97,0.0027802,-2.98E-06,1.6836,0.00067057,0.00022452,0.00063184,-14.953,0.85494,3.8832,-0.00036746,0.45896,-6.00E-05,-0.00014193,-0.71394
4438.4,-1.1207,4.3496,-7.9095,-560.42,-55.216,-0.0022903,0.00018082,-2.3164,-9.38E-05,-0.00022765,-0.00088301,19.09,-1.4294,6.8832,-0.00019175,0.45896,-6.00E-05,0.00010876,0.24354
1950.4,1.8793,-5.6504,26.09,1039.6,116.47,0.011473,0.0005278,1.6836,0.00015916,0.00073803,0.0012659,-28.108,0.64234,1.8832,8.73E-05,1.459,-6.00E-05,4.51E-06,-0.41291
-3040.6,-3.1207,-5.6504,-7.9095,-930.42,-60.11,-0.0027999,-0.00023475,0.68364,-9.38E-05,-7.44E-05,-0.00082195,23.592,-1.6364,-0.11684,-0.00019579,0.45896,-6.00E-05,-0.00011843,0.54009
148.45,-0.12073,22.35,-9.9095,-460.42,-25.049,0.000435,-0.00026683,3.6836,5.83E-05,-0.00023427,-0.0010918,9.993,0.17984,2.8832,-0.00053835,0.45896,-6.00E-05,-0.00014193,-0.61964
1101.4,0.87927,3.3496,0.090473,-360.42,-30.385,-0.00058577,-7.03E-05,-0.31636,-3.50E-05,-0.00017458,0.00020973,-10.855,-1.8154,-2.1168,8.55E-05,-2.541,-6.00E-05,-0.00014193,0.3572
-4016.6,-1.1207,1.3496,0.090473,-460.42,-14.644,-0.0017811,5.26E-05,-1.3164,-5.41E-05,0.00011583,-0.00063563,9.5493,0.71884,-9.1168,0.00073499,-1.541,-6.00E-05,-0.00014193,0.54877
