1.345541896,-1.012255005,0.715431629,-1.377177604,-0.172410728,0.00254231,0.678199967,0.531386525,0.401103987,1.307543687,0.531400195,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.988169102
0.442480275,0.987893362,0.1332029,-0.800315399,5.800103104,0.00254231,-1.474491373,0.842199949,0.840384301,0.324318836,-1.551212244,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.862939987
-0.460581347,-1.012255005,-1.031254559,-1.665608707,-0.172410728,-0.497621224,0.678199967,-0.193844797,-0.126960856,1.307543687,0.041325451,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.977279614
0.442480275,0.987893362,0.424317264,1.507133423,-0.172410728,0.00254231,0.678199967,1.153013372,1.192040668,0.376067512,-0.693376218,0.721858368,-0.592302833,-0.300390099,-0.009793572,0.530914509
0.442480275,0.987893362,0.1332029,-1.232962053,-0.172410728,-0.497621224,0.678199967,1.153013372,1.192040668,0.169072807,-1.551212244,0.721858368,-0.592302833,-0.300390099,-0.009793572,-1.020837567
-0.460581347,-1.012255005,-0.44902583,-0.511884296,-0.172410728,0.502705845,0.678199967,0.842199949,0.752760354,1.048800305,-0.203301473,-1.385313302,1.688325541,-0.300390099,-0.009793572,1.625308078
-0.460581347,-1.012255005,-0.740140195,0.497624563,-0.172410728,-1.497948293,-1.474491373,0.842199949,0.840384301,-0.089670575,0.531400195,0.721858368,-0.592302833,-0.300390099,-0.009793572,0.971938783
-0.460581347,0.987893362,-0.44902583,0.930271217,-0.172410728,1.503032913,-1.474491373,0.842199949,0.840384301,-1.642130866,0.041325451,-1.385313302,1.688325541,-0.300390099,-0.009793572,1.935658494
-0.460581347,0.987893362,-0.157911465,0.641840115,-0.172410728,-1.497948293,-1.474491373,1.774640219,1.543697036,-1.383387484,0.776848015,0.721858368,-0.592302833,-0.300390099,-0.009793572,1.728758217
1.345541896,0.987893362,1.006545994,1.074486769,-0.172410728,0.00254231,0.678199967,0.324177576,0.312899749,-0.865900721,3.227221736,-1.385313302,1.688325541,-0.300390099,-0.009793572,2.044553376
1.345541896,-1.012255005,1.297660359,-0.223453193,-0.172410728,1.503032913,-1.474491373,-0.919076118,-1.006101774,-0.503659986,0.531400195,0.721858368,-0.592302833,-0.300390099,-0.009793572,0.198785117
1.345541896,0.987893362,1.006545994,1.507133423,-0.172410728,-1.497948293,-1.474491373,-0.401053746,-0.302789039,-0.45191131,-1.551212244,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.421915713
-1.363642968,-1.012255005,-1.613483289,1.362917871,-0.172410728,0.00254231,0.678199967,-1.747911914,-1.972866639,-0.400162633,1.144609297,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.726821384
1.345541896,-1.012255005,1.006545994,1.074486769,-0.172410728,-0.497621224,0.678199967,0.427782051,0.401103987,1.048800305,0.286773271,-1.385313302,1.688325541,-0.300390099,-0.009793572,0.694256833
-1.363642968,0.987893362,-1.322368924,0.064977909,-0.172410728,-0.997784759,0.678199967,-1.126285067,-1.269553904,-1.797376895,1.144609297,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.394691992
0.442480275,0.987893362,0.424317264,0.786055666,-0.172410728,-0.997784759,0.678199967,1.049408898,1.016212484,-0.244916604,0.776848015,0.721858368,-0.592302833,-0.300390099,-0.009793572,3.824984705
-1.363642968,0.987893362,-1.322368924,0.353409012,-0.172410728,-1.497948293,-1.474491373,-0.815471644,-0.742069353,-1.642130866,-1.551212244,0.721858368,-0.592302833,-0.300390099,-0.009793572,0.765038506
-0.460581347,0.987893362,-0.740140195,1.507133423,-0.172410728,-1.497948293,-1.474491373,-0.815471644,-1.093725721,1.255795011,2.737146992,-1.385313302,-0.592302833,3.329004528,-0.009793572,-0.966390126
-0.460581347,0.987893362,-1.031254559,-0.223453193,-0.172410728,1.002869379,0.678199967,0.324177576,0.312899749,1.307543687,-0.693376218,-1.385313302,1.688325541,-0.300390099,-0.009793572,0.460132835
-1.363642968,-1.012255005,-1.031254559,-1.521393155,-0.172410728,0.502705845,0.678199967,-0.711867169,-0.742069353,0.427816189,0.286773271,0.721858368,-0.592302833,-0.300390099,-0.009793572,-0.97183487
0.442480275,0.987893362,0.424317264,0.497624563,-0.172410728,1.002869379,0.678199967,1.56743127,1.543697036,-0.555408662,2.124758786,0.721858368,-0.592302833,-0.300390099,-0.009793572,0.726925298
