0.89457446,-0.9828606,0.025411725,-0.558265,-0.17578587,-0.80107796,-0.41700116,-0.82474494,2.1064167
0.765336,-0.74479645,0.26375973,-0.6371625,-0.6292539,-0.07072311,-0.61814374,-0.63514036,-0.42997074
0.7703067,-0.9081738,-1.0868789,0.29280138,-0.27415723,-0.14045098,-0.2211518,2.0579274,1.6332229
-0.7358184,2.1399815,-0.4512843,-0.6955187,-0.7444204,-1.0737319,-1.0892408,-0.20104566,-0.5424299
-1.2378601,0.9076491,-1.0868789,0.4006436,0.36165774,1.0297259,0.41403526,0.3959724,-0.47668454
-1.0986803,0.9403246,-0.5307336,5.6414943,4.0181937,4.717258,4.5930367,1.1096945,0.33302164
-0.5519021,-0.1846454,-1.0868789,0.7437779,0.87270904,0.46206942,0.9804104,-0.5636578,0.484409
0.8398966,-0.80547947,-1.6430243,-0.23193726,0.020956887,-0.12078415,-0.07029488,-0.19526823,-0.40661383
-0.82529116,1.0990341,-0.2923856,-0.5349225,-0.56447273,-0.6213946,-0.5096326,-0.7344595,-0.6894919
0.6510097,-0.69344926,-1.0868789,1.1293954,1.8324298,1.5625185,1.795567,-0.50021124,0.2785222
-1.3869814,1.0710266,0.8993544,-0.72493017,-0.646049,-0.45065066,-0.68166244,-1.4785393,-1.1886377
0.79018956,-0.80547947,-0.13348694,1.4884026,1.4797324,1.5106695,1.7135221,0.10179644,0.14011087
1.2922312,-1.3656305,-1.9608216,-0.7183943,-0.9051736,-0.75548667,-0.8272261,0.41992244,0.1453013
0.58639044,-0.8288191,1.296601,-0.20345946,-0.072615884,-0.40327147,-0.06764827,0.7954025,2.5389607
-1.3372743,2.2800193,-0.9279803,-0.1689126,-0.28615373,-0.21911834,-0.22644503,-0.521115,-0.6635398
-1.2825965,0.96366423,0.6610064,-0.51811594,-0.70363224,-0.7009559,-0.64460987,0.3614129,-0.13411655
0.70071673,-0.7961436,-0.9279803,-0.6871154,-0.7828092,-0.81985086,-0.7795871,0.40532133,-0.3547096
-1.2328894,0.790951,-1.2457776,-0.26134878,-0.16618866,-0.55971223,-0.1602797,0.59923273,0.70759726
0.6311268,-0.73079264,0.10486106,-0.5727373,-0.18778238,0.039232403,-0.19468568,-0.8534745,0.41520336
0.7752774,-0.74479645,-0.05403761,-0.7590102,-0.67244136,-0.24236098,-0.6128505,-0.79102576,-0.34173352
-0.9147639,0.9730001,-2.1197202,0.030432062,-0.34133768,-0.47657514,-0.5969708,1.1167324,-0.08480752
0.5267419,-0.6841134,1.058253,-0.46956357,-0.30054957,-0.48015094,-0.29261035,-0.35446253,0.13232523
-1.3670986,1.0570227,0.58155704,-0.30943426,-0.05342147,0.018671615,-0.14969327,-1.4402508,-0.9749653
-0.9396175,1.3697737,1.8527464,-0.27161947,-0.12540053,-0.45780227,-0.09940762,-0.6142891,-0.8408793
0.884633,-0.9268455,-1.0074296,-0.034926843,-0.089411,-0.35231647,-0.006776175,0.069758,0.14616635
0.5565662,-0.7541323,-0.13348694,-0.3042989,0.22969614,-0.33443755,0.26317832,-0.58676755,1.0449748
0.18873365,-0.65143794,-0.84853095,0.2759948,0.25848776,0.49782732,0.31081736,-0.026777517,0.24651456
1.227612,-1.2489324,-1.5635749,-0.5069115,-0.70363224,-0.5060754,-0.6790158,1.1654729,0.4939248
-0.47734147,2.167989,-0.9279803,0.36142823,0.21050173,0.10091476,0.197013,-0.24390364,-0.9991873
-1.272655,0.9683322,0.81990504,-0.8547143,-0.96755546,-1.0084738,-0.96485,-0.18465878,0.10723818
1.2574363,-1.4123098,0.42265838,0.61212635,0.36165774,0.8035573,0.4881404,0.21949834,-0.53637445
-1.3472157,1.2484077,-0.4512843,0.7913965,1.0982434,0.8053452,1.1577334,-0.5779964,-0.46111327
-1.8790816,1.7572116,1.3760504,-0.40560523,-0.41571605,-0.5436212,-0.44082066,-0.49837294,-1.1211623
-1.5609562,1.3090907,0.97880375,-0.40793946,-0.3893237,-0.56865174,-0.36936212,-0.3784126,-0.2682025
0.8299552,-0.80547947,-0.61018294,-1.0442551,-1.0659268,-0.91013956,-1.12894,0.44907218,0.015540683
0.5018884,-0.6887813,0.50210774,-0.25434604,-0.52128536,-0.45422646,-0.4090613,1.1689394,1.0449748
-0.0846554,0.5062075,0.81990504,-0.15257289,0.008960377,0.24037053,0.10438156,-1.1737014,-1.3356998
0.6609511,-0.7774719,0.81990504,-0.49664083,-0.17818516,0.7642236,-0.1576331,-1.1183957,-0.7318804
1.381704,-0.86149454,0.50210774,-1.0703987,-1.1331073,-1.1246868,-1.210985,-0.23660308,-0.9213309
-0.9843539,1.8879135,-1.6430243,0.10232686,-0.031827755,-0.22626993,0.040862855,-0.3871838,-0.3304876
0.7454531,-0.71212095,0.42265838,0.14200905,0.25368917,0.11164213,0.17319348,-0.09689444,0.49825016
0.6510097,-0.7354606,0.26375973,-0.4480885,0.10493245,0.58543414,0.26847154,-0.92107034,-0.46716878
-0.064772554,-0.56274736,1.8527464,-0.36405563,-0.4613028,-0.6303341,-0.37465534,0.138877,2.0458617
-1.0489731,1.1737208,1.3760504,-0.15163918,-0.15179284,-0.39880174,-0.17351277,-0.8289992,-0.9654495
-1.4168056,0.9916718,1.8527464,0.03183261,0.22489755,-0.22001229,0.31081736,-0.09337547,1.8365146
0.7205996,-0.8148153,0.58155704,-0.5321214,-0.5524762,-0.56150013,-0.54403853,-0.12719966,-0.092593156
-1.6056926,1.2670794,-0.84853095,-0.1016863,-0.3509349,-0.25487623,-0.27937728,0.74041194,0.7560412
-0.8650568,1.4257889,-1.0074296,0.16301727,0.10253315,-0.045692585,-0.043828752,-0.32709855,-0.7621579
-1.3223622,1.0056756,1.8527464,-0.48123482,-0.32934117,-0.36661965,-0.4275876,-0.90988314,-0.57011217
0.71562886,-0.7261247,0.74045575,-0.40700576,-0.18778238,0.11700581,-0.09676101,-0.5342455,0.108103245
-0.18406959,1.542487,-0.61018294,-0.2664841,0.10733175,-0.4148928,-0.37994856,-1.1253811,-0.9888064
0.6659218,-0.77280396,-0.05403761,-1.0760009,-1.0707254,-0.8207448,-1.0839475,-0.76497483,-0.95247346
-1.3323035,1.0430189,1.8527464,-0.11849288,0.164915,0.12683924,0.20230623,-0.48487478,1.145323
0.5665076,-0.7914757,0.6610064,-0.25247863,-0.4876951,-0.57669723,-0.4487605,1.2541826,2.5389607
0.5814197,-0.6701096,0.50210774,0.099525765,-0.04142496,0.14382422,0.07262221,0.77880555,0.03457224
